molecule_id,solubility_logS_esol_proxy,solubility_class,caco_permeability_proxy,plasma_protein_binding_proxy,lipophilicity_logP,metabolic_stability_proxy,oral_absorption_proxy,evidence_level,note
REV-DE_NOVO-0,-4.469,MODERATE,HIGH,MODERATE,3.83,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22215,-4.853,MODERATE,MODERATE,MODERATE,3.88,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22216,-3.241,HIGH,MODERATE,LOW,2.32,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22217,-4.504,MODERATE,MODERATE,MODERATE,3.76,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22218,-4.891,MODERATE,MODERATE,MODERATE,3.99,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22219,-4.646,MODERATE,MODERATE,MODERATE,3.51,LOW,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22220,-3.824,HIGH,MODERATE,LOW,2.32,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22221,-4.935,MODERATE,HIGH,HIGH,4.27,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22222,-4.261,MODERATE,HIGH,MODERATE,3.7,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22223,-6.788,LOW,HIGH,HIGH,5.79,LOW,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22224,-1.358,HIGH,LOW,LOW,-0.79,LOW,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22225,-4.544,MODERATE,HIGH,MODERATE,3.41,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22226,-3.351,HIGH,HIGH,LOW,1.68,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22227,-5.604,MODERATE,MODERATE,HIGH,4.54,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22228,-6.13,LOW,HIGH,HIGH,5.24,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22229,-5.206,MODERATE,MODERATE,HIGH,4.13,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22230,-4.184,MODERATE,HIGH,MODERATE,3.04,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22231,-3.081,HIGH,MODERATE,LOW,1.55,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22232,-5.433,MODERATE,HIGH,HIGH,5.07,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22233,-6.052,LOW,HIGH,HIGH,5.35,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22234,-4.597,MODERATE,LOW,MODERATE,3.46,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22235,-2.897,HIGH,HIGH,LOW,1.93,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22236,-3.704,HIGH,MODERATE,LOW,2.17,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22237,-5.875,MODERATE,MODERATE,HIGH,5.33,LOW,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22238,-4.332,MODERATE,MODERATE,LOW,2.34,LOW,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22239,-3.27,HIGH,MODERATE,LOW,1.77,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22240,-3.312,HIGH,MODERATE,LOW,2.44,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22241,-7.64,LOW,HIGH,HIGH,7.76,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22242,-5.141,MODERATE,HIGH,HIGH,4.26,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22243,-3.749,HIGH,HIGH,LOW,2.43,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22244,-5.488,MODERATE,MODERATE,HIGH,4.26,LOW,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22245,-5.034,MODERATE,HIGH,HIGH,4.07,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22246,-4.687,MODERATE,MODERATE,MODERATE,3.52,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22247,-4.321,MODERATE,HIGH,MODERATE,3.64,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22248,-3.527,HIGH,HIGH,LOW,2.27,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22249,-3.597,HIGH,MODERATE,MODERATE,2.53,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22250,-4.512,MODERATE,HIGH,HIGH,4.22,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22251,-5.647,MODERATE,HIGH,HIGH,7.3,LOW,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22252,-2.863,HIGH,MODERATE,LOW,1.59,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22253,-4.991,MODERATE,HIGH,HIGH,4.07,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22254,-5.041,MODERATE,MODERATE,MODERATE,3.52,LOW,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22255,-3.864,HIGH,HIGH,MODERATE,3.02,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22256,-2.355,HIGH,MODERATE,LOW,1.13,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22257,-4.166,MODERATE,HIGH,MODERATE,3.63,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22258,-4.499,MODERATE,MODERATE,MODERATE,3.59,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22259,-3.559,HIGH,HIGH,MODERATE,2.85,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22260,-2.318,HIGH,MODERATE,LOW,0.77,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22261,-4.787,MODERATE,MODERATE,MODERATE,3.5,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22262,-4.756,MODERATE,MODERATE,MODERATE,3.7,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22263,-5.378,MODERATE,MODERATE,HIGH,4.27,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22264,-5.658,MODERATE,MODERATE,HIGH,4.84,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22265,-4.718,MODERATE,HIGH,HIGH,4.14,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22266,-4.75,MODERATE,HIGH,HIGH,4.18,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22267,-4.18,MODERATE,HIGH,MODERATE,3.04,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22268,-4.235,MODERATE,HIGH,MODERATE,2.94,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22269,-4.51,MODERATE,HIGH,MODERATE,3.96,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22270,-4.076,MODERATE,HIGH,MODERATE,3.14,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22271,-4.891,MODERATE,MODERATE,MODERATE,3.85,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22272,-6.433,LOW,HIGH,HIGH,5.89,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22273,-2.989,HIGH,HIGH,LOW,1.72,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22274,-5.149,MODERATE,HIGH,HIGH,4.63,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22275,-5.87,MODERATE,HIGH,HIGH,5.12,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22276,-4.576,MODERATE,MODERATE,MODERATE,3.5,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22277,-3.155,HIGH,HIGH,LOW,1.96,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22278,-5.993,MODERATE,HIGH,HIGH,5.4,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22279,-3.942,HIGH,HIGH,MODERATE,3.27,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22280,-3.386,HIGH,MODERATE,LOW,2.09,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22281,-4.024,MODERATE,MODERATE,LOW,2.48,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22282,-5.036,MODERATE,HIGH,HIGH,4.25,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22283,-1.846,HIGH,MODERATE,LOW,0.28,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22284,-3.321,HIGH,HIGH,LOW,2.18,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22285,-3.143,HIGH,HIGH,LOW,2.04,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22286,-2.82,HIGH,HIGH,LOW,1.9,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22287,-6.341,LOW,HIGH,HIGH,5.88,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22288,-3.038,HIGH,MODERATE,LOW,1.34,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22289,-4.935,MODERATE,HIGH,HIGH,4.52,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22290,-2.489,HIGH,HIGH,LOW,1.81,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22291,-5.767,MODERATE,MODERATE,HIGH,5.18,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22292,-3.988,HIGH,HIGH,MODERATE,3.33,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22293,-3.701,HIGH,HIGH,MODERATE,2.84,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22294,-3.852,HIGH,HIGH,MODERATE,3.14,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22295,-3.221,HIGH,MODERATE,LOW,1.99,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22296,-4.626,MODERATE,HIGH,HIGH,4.34,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22297,-2.971,HIGH,HIGH,MODERATE,2.76,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22298,-4.757,MODERATE,HIGH,HIGH,4.07,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22299,-5.239,MODERATE,MODERATE,HIGH,4.06,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22300,-4.063,MODERATE,HIGH,MODERATE,3.51,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22301,-6.211,LOW,HIGH,HIGH,5.09,LOW,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22302,-3.826,HIGH,HIGH,MODERATE,3.21,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22303,-4.52,MODERATE,MODERATE,MODERATE,3.21,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22304,-3.845,HIGH,HIGH,MODERATE,2.62,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22305,-4.35,MODERATE,MODERATE,MODERATE,2.81,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22306,-5.821,MODERATE,HIGH,HIGH,5.32,LOW,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22307,-5.217,MODERATE,MODERATE,MODERATE,3.92,LOW,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22308,-3.344,HIGH,HIGH,MODERATE,2.73,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22309,-4.693,MODERATE,MODERATE,MODERATE,3.51,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22310,-4.445,MODERATE,MODERATE,MODERATE,3.21,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22311,-6.197,LOW,HIGH,HIGH,4.99,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22312,-5.823,MODERATE,HIGH,HIGH,5.34,HIGH,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22313,-5.93,MODERATE,HIGH,HIGH,5.3,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22314,-6.094,LOW,HIGH,HIGH,5.33,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22315,-4.868,MODERATE,MODERATE,MODERATE,3.98,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22316,-3.106,HIGH,MODERATE,LOW,1.97,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22317,-6.064,LOW,HIGH,HIGH,5.07,LOW,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22318,-4.157,MODERATE,MODERATE,MODERATE,2.64,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22319,-3.744,HIGH,HIGH,MODERATE,2.8,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22320,-6.415,LOW,MODERATE,HIGH,5.69,LOW,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22321,-2.786,HIGH,MODERATE,LOW,0.6,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22322,-3.454,HIGH,HIGH,LOW,2.22,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-SCAFFOLD_HOPPING-22323,-4.12,MODERATE,HIGH,MODERATE,3.42,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
